"houseCode","title","rentYuanPerMonth","district","businessArea","community","area","orientation","layout","floor","tags","brand","maintenance","detailUrl","coverUrl","photoCount","photoStatus","photoUrls","photoError","listPageUrl","page","collectedAt"
"BJ1794639435866832896","整租·中和家园 2室1厅 南","7760","朝阳区","南沙滩","中和家园","72.28㎡","南","2室1厅1卫","低楼层 （6层）","公寓|近地铁|精装|集中供暖|押一付一","自如","3天前维护","https://bj.zu.ke.com/zufang/BJ1794639435866832896.html","https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736714/2be9e3e3c291ac54b39516fd1315c7b3.jpg.250x182.jpg","14","multi","https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736714/2be9e3e3c291ac54b39516fd1315c7b3.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736940/d52e12570a42901cbd38bc1a37be0cb2.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736361/6a2eecc2428a1d19d01b12959c186327.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736430/e6e8a0628865114e2b3166b61b0ca694.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736222/75748679c834320b76fc9f4e0096dc7a.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799756618/318ddc922d7f3356e50d6ff4f183ac78.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736577/6a1ae8b36932dc343e6577ce3ad409ce.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799756263/0a2db0c93272fbd20dd3d9b9b8f33b1e.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736404/ef73ab0eab45d4d6307d9d177d47fff9.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736389/08a43edba59a10ccf3072308c00c2db1.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736654/057ff644ec9ddb4f3cc7306e0003ba1f.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799737191/f4c284e170e8370067532d42444ae22a.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763799736705/bd9abeb60cc63546f3430320291589e5.jpg.780x439.jpg|https://ke-image.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763800272816/3228305cdc53c6c4c7fb69f17fdeb480.jpg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2189236661412429824","整租·南沙滩小区 2室1厅 南/西/北","5700","朝阳区","南沙滩","南沙滩小区","60.00㎡","南 西 北","2室1厅1卫","中楼层 （6层）","近地铁|集中供暖|随时看房","链家","2天前维护","https://bj.zu.ke.com/zufang/BJ2189236661412429824.html","https://ke-image.ljcdn.com/110000-inspection/pc1_jCllUSd3E.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_jCllUSd3E.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_lTt6EaT8z.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_yPrr9ZRbt.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_jVyIEXXNw.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_n7WLZSIWB.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_a6PxAdNmt.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2193248151098359808","整租·北沙滩小区 3室1厅 南/北","9200","朝阳区","奥林匹克公园","北沙滩小区","91.28㎡","南 北","3室1厅1卫","中楼层 （4层）","近地铁|精装|集中供暖","链家","3天前维护","https://bj.zu.ke.com/zufang/BJ2193248151098359808.html","https://ke-image.ljcdn.com/110000-inspection/pc1_f5zPcLAUO.jpg!m_fill,w_250,h_182,l_fbk,o_auto","9","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_f5zPcLAUO.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Yl5GXVN3z.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_sFA5Hyl8q.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ia3Izlc2B.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_EyoJ2GxB0.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_fkhGJFxPG.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_LbcSI5WzA.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ZPJHrFytj.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_WHbmwQ637.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2197740870193643520","整租·南沙滩小区 2室1厅 南","6900","朝阳区","南沙滩","南沙滩小区","55.77㎡","南","2室1厅1卫","中楼层 （6层）","近地铁|精装|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2197740870193643520.html","https://ke-image.ljcdn.com/110000-inspection/pc1_b7X6KEt8P.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/6e1cd6cb-3b66-44b6-ae2d-645708385ba1_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_NCc4gshNG.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_b7X6KEt8P.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/3942f935-1ab8-4adf-8c64-e924c75ad043_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_3rJCyPIMH.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_K2RNK4kUJ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_2l26DhypI.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2199191293962223616","整租·天和人家 2室2厅 南","9800","朝阳区","南沙滩","天和人家","108.33㎡","南","2室2厅1卫","低楼层 （24层）","近地铁|精装|集中供暖","链家","1天前维护","https://bj.zu.ke.com/zufang/BJ2199191293962223616.html","https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20260812154717866","1","none_or_single","https://ke-image.ljcdn.com/rent-front-image/2a778015dbbab30fcde0a978314ce007.png.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2199924835168026624","整租·华源冠军城 3室2厅 南/西","14500","朝阳区","南沙滩","华源冠军城","130.53㎡","南 西","3室2厅2卫","中楼层 （25层）","业主自荐|近地铁|精装|集中供暖|双卫生间","链家","1天前维护","https://bj.zu.ke.com/zufang/BJ2199924835168026624.html","https://ke-image.ljcdn.com/110000-inspection/pc1_KOqFRaeor.jpg!m_fill,w_250,h_182,l_fbk,o_auto","20","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_beZEckRaF.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_zhaIbjnWP.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ScaIdOZjT.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868645695821786864568351_2012881046.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868645807941786864579667_2012881045.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646603001786864659093_2012881014.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646727431786864671585_2012881009.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_KOqFRaeor.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_jkPtsLUrM.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_S0HmIhQRm.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868645902401786864589240_2012881044.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646000351786864598924_2012881043.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646091941786864608064_2012881042.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Z3UndtbfD.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646191431786864617957_2012881041.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ABx70UODX.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_vxyewcoQa.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646296011786864628402_2012881039.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646398011786864638672_2012881016.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17868646505661786864649475_2012881017.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2202102979543171072","整租·华源冠军城 3室1厅 南/北","13800","朝阳区","南沙滩","华源冠军城","166.91㎡","南 北","3室1厅2卫","高楼层 （26层）","业主自荐|新上|近地铁|精装|集中供暖|双卫生间","链家","1天前维护","https://bj.zu.ke.com/zufang/BJ2202102979543171072.html","https://ke-image.ljcdn.com/110000-inspection/pc1_AuC9iCM7S.jpg!m_fill,w_250,h_182,l_fbk,o_auto","12","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_5xQuivIH8.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_DePNNlj5z.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_uzwiyEs2A.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_PflORDU5K.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_AuC9iCM7S.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_9aRZBzUin.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_NELjXmIvv.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_9lVhMmwvF.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_0P8q6fiwJ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Ozk5KVD16.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_CUffHNY9v.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_LWSbNrJ3w.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2195067836857057280","整租·南沙滩小区 2室1厅 南/北","7000","朝阳区","南沙滩","南沙滩小区","64.41㎡","南 北","2室1厅1卫","中楼层 （6层）","官方核验|近地铁|精装|集中供暖","链家","2天前维护","https://bj.zu.ke.com/zufang/BJ2195067836857057280.html","https://ke-image.ljcdn.com/110000-inspection/pc1_LZz3bVlSk.jpg!m_fill,w_250,h_182,l_fbk,o_auto","10","multi","https://ke-image.ljcdn.com/110000-inspection/610d23072caedfdeb1be8468224c16c6.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/e2d4228fadadf6ca76067b9e21ca4fe6.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/10f727b89b45c3725a87ae1a1a8763b9.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_LZz3bVlSk.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/a0c35c2efc17cd3217d9860d2e0a796a.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/72843ed2c49083754c80f826084fbaa8.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/f02674f6fcc3d148aff36db54d1578cb.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/2bac4f7f9676dada6bb09abc7ad654b5.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/1b30b844896e0e2ea5d87b3d0742fde8.png!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/1843fa644c8f41e1e4e83519e4020f2a.png!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2189934425268027392","整租·中和家园 2室1厅 南/北","7500","朝阳区","南沙滩","中和家园","72.38㎡","南 北","2室1厅1卫","中楼层 （6层）","官方核验|近地铁|精装|集中供暖","链家","2天前维护","https://bj.zu.ke.com/zufang/BJ2189934425268027392.html","https://ke-image.ljcdn.com/110000-inspection/pc1_wXcumQpAC.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_hx3nCj6sT.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_EEDIedcUm.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_wXcumQpAC.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_wPh17dbwa.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ZHN6ORrEH.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ToY0fwu9O.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2192610393073909760","整租·中和家园 2室1厅 东","6900","朝阳区","南沙滩","中和家园","66.00㎡","东","2室1厅1卫","低楼层 （14层）","近地铁|精装|集中供暖","链家","1天前维护","https://bj.zu.ke.com/zufang/BJ2192610393073909760.html","https://ke-image.ljcdn.com/110000-inspection/pc1_qTF67wzcb.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_E21ETrDwr.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_zPtx0vh03.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_qTF67wzcb.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_NKIoWNfrz.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_R6PjVDpao.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Z3N9Ukoik.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2192593487667396608","整租·二里庄小区 2室1厅 南","7800","海淀区","二里庄","二里庄小区","53.70㎡","南","2室1厅1卫","中楼层 （6层）","近地铁|精装|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2192593487667396608.html","https://ke-image.ljcdn.com/110000-inspection/5b864458-a54b-4079-b2bf-4b8099711be1_1000.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/9d9ead10-4fec-41b6-92f6-9ebf86008acf_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/f854cf06-0f2d-434f-9e8b-5802a736efee_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/10d24bc9-027b-4e44-8f5f-4de62b6c0d4d_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/5b864458-a54b-4079-b2bf-4b8099711be1_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/489b3bd5-6753-4817-ac3c-82a2230765fb_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/e34182b5-c38f-40e8-a17a-9efe759329a9_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/12c138ee-1b9a-4838-a469-06efa682ce50_1000.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2176738194941280256","整租·清华东路9号院 2室1厅 南/北","9500","海淀区","学院路","清华东路9号院","90.00㎡","南 北","2室1厅1卫","中楼层 （28层）","官方核验|近地铁|精装|集中供暖|随时看房","链家",,"https://bj.zu.ke.com/zufang/BJ2176738194941280256.html","https://ke-image.ljcdn.com/110000-inspection/pc1_mEuQOrfOb.jpg!m_fill,w_250,h_182,l_fbk,o_auto","9","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_fy04im554.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_R6GDOGvMb.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_GUHL4RiJM.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_S6vH6YgtE.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_mEuQOrfOb.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_TPHqkfztJ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_bY9NJshnv.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_AHQXfOqZO.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_6BpjpphP9.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2193580125172269056","整租·二里庄北里 2室1厅 南/北","7000","海淀区","二里庄","二里庄北里","60.00㎡","南 北","2室1厅1卫","高楼层 （6层）","近地铁|精装|集中供暖","链家","3天前维护","https://bj.zu.ke.com/zufang/BJ2193580125172269056.html","https://ke-image.ljcdn.com/110000-inspection/pc1_x3S0DSA1m.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_pIeaiEywd.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_63AIgKj9T.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_x3S0DSA1m.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_O7oDC0PJf.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_aCcSIhdpd.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_YMNbEsPAc.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_UkBq6f38r.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2080251014019022848","整租·二里庄北里 2室1厅 南/北","6500","海淀区","二里庄","二里庄北里","57.80㎡","南 北","2室1厅1卫","低楼层 （6层）","官方核验|近地铁|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2080251014019022848.html","https://ke-image.ljcdn.com/110000-inspection/pc1_wyy40ipoW.jpg!m_fill,w_250,h_182,l_fbk,o_auto","9","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_wyy40ipoW.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_eG0Gf7Gdb.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_4zOOqDc0f.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_YoiXlGgSA.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_E8wl3MKhS.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_fwKWsdYyV.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_EDJ5MuRnT.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_iJd0iuODf.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_1lpmxtmsQ.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2170072953629179904","整租·南沙滩小区 2室1厅 南/西/北","7200","朝阳区","南沙滩","南沙滩小区","55.00㎡","南 西 北","2室1厅1卫","高楼层 （10层）","官方核验|近地铁|精装|集中供暖|随时看房","链家","3天前维护","https://bj.zu.ke.com/zufang/BJ2170072953629179904.html","https://ke-image.ljcdn.com/110000-inspection/pc1_PErn6DN6o.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_PErn6DN6o.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_A3O6Mp1sr.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_VQgAXsSnq.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_HacXC7DuM.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_fSIAyO83O.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_B2ju6oS13.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2192268674050555904","整租·华源冠军城 2室1厅 南","8300","朝阳区","南沙滩","华源冠军城","104.00㎡","南","2室1厅2卫","中楼层 （23层）","近地铁|集中供暖|双卫生间|随时看房","链家",,"https://bj.zu.ke.com/zufang/BJ2192268674050555904.html","https://ke-image.ljcdn.com/110000-inspection/pc1_1f4LOqh3J.jpg!m_fill,w_250,h_182,l_fbk,o_auto","8","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_QUcahZsrJ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_FCu2UPRC5.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_1f4LOqh3J.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_TpidOyqST.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_xzgC6ImL2.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_AGIqZi3lH.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_25PjUXf6F.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_k6R4yHokC.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
